	index	Protein1	Protein2	Score	Description1	Description2	Protein_1_clusters	Protein_2_clusters	Any Matching Go-Terms?	Train/Val/Test	Experimental P. Falciparum	P. Falciparum	P. Knowlesi	P. Berghei	P. Vivax	P. Yoelii	C. parvum	B. bovis	spearman_erythrocyte	Spearman_all	Pearson_all
117	244	C6KT50	Q7KQL9	0.9321502685546876	Pyridoxal 5'-phosphate synthase subunit Pdx1	Fructose-bisphosphate aldolase	[8]	[8]	0	0	0	0	0	0	0	0	0	0	-0.1666666666666667	0.44169960474308306	0.6880367449435392
118	285	C6KT50	Q8IJN7	0.5302730811759829	Pyridoxal 5'-phosphate synthase subunit Pdx1	Enolase	[8]	[8]	0	0	0	0	0	0	0	0	0	0	0.7380952380952381	0.9120553359683794	0.8192040731719044
119	102	C6KTA4	K7NTP5	0.8740836143493652	Pyruvate kinase	Heat shock 70 kDa protein	[2, 18]	[0, 2, 14, 18, 24]	0	0	0	0	0	0	0	0	0	0	-0.07142857142857144	0.5266798418972332	0.8095616262666181
120	130	C6KTA4	O97247	0.7366818696260452	Pyruvate kinase	CCT-beta	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.9047619047619048	0.8666007905138341	0.9504246346093722
121	193	C6KTA4	Q7KQL5	0.6666960403323173	Pyruvate kinase	Tubulin beta chain	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.30952380952380953	0.28260869565217395	0.8506471148710558
122	220	C6KTA4	Q8I0P6	0.9998002529144288	Pyruvate kinase	Elongation factor 1-alpha	[2, 18]	[0, 2, 18]	0	0	0	1	1	0	1	1	1	0	0.7619047619047621	0.8320158102766799	0.9749168855763688
123	56	C6KTA4	Q8I0V2	0.6573792189359665	Pyruvate kinase	ATP synthase subunit beta	[2, 18]	[0, 2, 14, 18, 24]	0	0	0	0	0	1	0	1	1	0	0.5000000000000001	0.5316205533596838	0.9487362298944043
124	358	C6KTA4	Q8IET7	0.99977388381958	Pyruvate kinase	40S ribosomal protein S7	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	0.7142857142857144	0.7944664031620554	0.9367156260011362
125	255	C6KTA4	Q8IJW0	0.9866608262062072	Pyruvate kinase	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.6666666666666669	0.5523715415019763	0.8273847621193351
126	37	C6KTA4	Q8IKF0	0.9938706636428832	Pyruvate kinase	RNA helicase	[2, 18]	[0, 2, 10, 18, 24]	0	0	0	0	0	0	0	0	0	0	0.5714285714285715	0.7727272727272727	0.969674118370599
127	361	C6KTB3	O77312	0.8176456272602082	Transportin	Exportin-1, putative	[19]	[19]	1	0	0	1	1	1	1	0	1	1	0.11904761904761905	0.7786561264822135	0.9758302813351278
128	103	C6KTB3	Q8I3M5	0.7967235803604126	Transportin	Karyopherin beta	[19]	[19]	1	1	1	1	1	1	1	1	1	1	0.9047619047619048	0.8932806324110673	0.9811235410264915
129	349	K7NTP5	O96153	0.98492751121521	Heat shock 70 kDa protein	26S proteasome regulatory subunit RPN1, putative	[0, 2, 14, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	-0.7142857142857144	-0.03557312252964427	0.45784796099314484
130	211	K7NTP5	O96252	0.7500089704990387	Heat shock 70 kDa protein	ATP synthase subunit alpha	[0, 2, 14, 18, 24]	[2, 18, 24]	0	0	0	0	0	0	0	0	0	0	-0.7619047619047621	-0.22529644268774704	0.4434811860181884
131	311	K7NTP5	O97247	0.5615703787654638	Heat shock 70 kDa protein	CCT-beta	[0, 2, 14, 18, 24]	[2, 18]	1	0	0	1	0	0	0	0	0	0	0.261904761904762	0.5	0.8577096238112634
132	403	K7NTP5	O97285	0.9574142575263976	Heat shock 70 kDa protein	ATP-dependent RNA helicase DDX6	[0, 2, 14, 18, 24]	[0, 2, 18, 24]	0	0	0	0	0	0	0	0	0	0	-0.7619047619047621	-0.07015810276679843	0.5678904452296056
133	535	K7NTP5	Q76NM3	0.790561419725418	Heat shock 70 kDa protein	L-lactate dehydrogenase	[0, 2, 14, 18, 24]	[2]	0	0	0	0	0	0	0	0	0	0	0.28571428571428575	0.6739130434782609	0.8825117302133058
134	61	K7NTP5	Q76NN8	0.621202540397644	Heat shock 70 kDa protein	Calcium-transporting ATPase	[0, 2, 14, 18, 24]	[24]	1	0	0	0	0	0	0	0	0	0	-0.14285714285714288	0.1808300395256917	0.4616406249020939
135	388	K7NTP5	Q7KQL5	0.760325801372528	Heat shock 70 kDa protein	Tubulin beta chain	[0, 2, 14, 18, 24]	[2, 18]	0	1	1	1	0	0	0	0	0	0	-0.8095238095238096	-0.025691699604743084	0.4389796260070866
136	419	K7NTP5	Q8I0P6	0.9998429179191588	Heat shock 70 kDa protein	Elongation factor 1-alpha	[0, 2, 14, 18, 24]	[0, 2, 18]	0	0	0	1	0	0	0	0	0	0	0.4047619047619048	0.766798418972332	0.864497094780494
137	246	K7NTP5	Q8I0V2	0.9387556791305542	Heat shock 70 kDa protein	ATP synthase subunit beta	[0, 2, 14, 18, 24]	[0, 2, 14, 18, 24]	1	0	0	0	0	0	0	0	0	0	-0.7142857142857144	-0.08300395256916995	0.6091735352982413
138	319	K7NTP5	Q8I1V1	0.6494590699672699	Heat shock 70 kDa protein	26S protease regulatory subunit 6B, putative	[0, 2, 14, 18, 24]	[2, 18]	1	0	0	0	0	0	0	0	0	0	-0.7142857142857144	-0.06719367588932806	0.3548233554415401
139	496	K7NTP5	Q8I2W2	0.6490318536758423	Heat shock 70 kDa protein	DnaJ protein, putative	[0, 2, 14, 18, 24]	[5]	1	0	0	1	0	0	0	0	0	0	-0.07142857142857144	0.1590909090909091	0.3477917533314409
140	344	K7NTP5	Q8I5A9	0.51964130140841	Heat shock 70 kDa protein	Ras-related protein Rab-2	[0, 2, 14, 18, 24]	[24]	0	0	0	0	0	0	0	0	0	0	-0.523809523809524	-0.009881422924901188	0.44363174117062165
141	157	K7NTP5	Q8I5H4	0.8169132530689239	Heat shock 70 kDa protein	Polyadenylate-binding protein	[0, 2, 14, 18, 24]	[0, 14, 18, 24, 27, 30]	0	1	0	0	0	0	0	0	0	0	0.8571428571428572	0.9169960474308301	0.770635553417642
142	340	K7NTP5	Q8I5L6	0.6622864723205566	Heat shock 70 kDa protein	Clathrin heavy chain	[0, 2, 14, 18, 24]	[0, 24]	0	1	0	0	0	0	0	0	0	0	-0.3571428571428572	0.1590909090909091	0.42141921355874884
143	195	K7NTP5	Q8I608	0.5021687181666493	Heat shock 70 kDa protein	Nucleosome assembly protein	[0, 2, 14, 18, 24]	[3, 14, 20, 21]	0	0	0	0	0	0	0	0	0	0	0.6904761904761906	0.6482213438735179	0.7430178015287903
144	398	K7NTP5	Q8IB03	0.8848047971725463	Heat shock 70 kDa protein	Chaperone protein ClpB1	[0, 2, 14, 18, 24]	[2, 18]	1	1	1	1	0	0	0	0	0	0	-0.4761904761904762	0.11758893280632411	0.8152306103677223
145	86	K7NTP5	Q8IB24	0.6818523705005646	Heat shock 70 kDa protein	Heat shock 70 kDa protein	[0, 2, 14, 18, 24]	[0, 10, 14, 24]	1	0	0	1	0	0	0	0	0	0	0.261904761904762	0.4822134387351779	0.8697950913286225
146	234	K7NTP5	Q8IBD1	0.7366987407207489	Heat shock 70 kDa protein	Sporozoite and liver stage tryptophan-rich protein, putative	[0, 2, 14, 18, 24]	[24]	0	0	0	0	0	0	0	0	0	0	0.5714285714285715	0.25889328063241107	-0.114832164082351
147	376	K7NTP5	Q8IBV7	0.9997873187065124	Heat shock 70 kDa protein	Histone H2B	[0, 2, 14, 18, 24]	[0, 14, 27, 30]	0	0	0	0	0	0	0	0	0	0	-0.5714285714285715	-0.18774703557312253	0.15195390695112096
148	87	K7NTP5	Q8IES0	0.8520348906517029	Heat shock 70 kDa protein	Small heat shock protein, putative	[0, 2, 14, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	-0.6904761904761906	0.017786561264822136	0.6991096312682775
149	540	K7NTP5	Q8IET7	0.5077332239598036	Heat shock 70 kDa protein	40S ribosomal protein S7	[0, 2, 14, 18, 24]	[0, 2, 18]	0	1	1	1	0	0	0	0	0	0	0.4285714285714286	0.5405138339920948	0.7711309010625056
150	440	K7NTP5	Q8IFP3	0.757332581281662	Heat shock 70 kDa protein	Tubulin alpha chain	[0, 2, 14, 18, 24]	[2, 18]	0	0	1	1	0	0	0	0	0	0	-0.2142857142857143	0.14525691699604742	0.3851640582636256
151	292	K7NTP5	Q8II73	0.5348239287734031	Heat shock 70 kDa protein	Spermidine synthase	[0, 2, 14, 18, 24]	[]	0	0	0	0	0	0	0	0	0	0	-0.07142857142857144	0.3725296442687747	0.7035562446753583
152	397	K7NTP5	Q8IIJ8	0.7179137170314789	Heat shock 70 kDa protein	Heat shock protein 101	[0, 2, 14, 18, 24]	[2, 18]	1	1	1	1	0	0	0	0	0	0	0.4523809523809524	0.32608695652173914	0.18786496239596798
153	350	K7NTP5	Q8IIV1	0.6553739674389363	Heat shock 70 kDa protein	Histone H2B	[0, 2, 14, 18, 24]	[0, 14, 27, 30]	0	0	0	0	0	0	0	0	0	0	-0.8333333333333335	-0.3794466403162055	0.09322790441494662
154	251	K7NTP5	Q8IIV2	0.5677161674946547	Heat shock 70 kDa protein	Histone H4	[0, 2, 14, 18, 24]	[0, 14, 27, 30]	0	0	0	0	0	0	0	0	0	0	-0.3333333333333334	0.03260869565217391	0.18627210962247198
155	32	K7NTP5	Q8IJN7	0.9839324116706848	Heat shock 70 kDa protein	Enolase	[0, 2, 14, 18, 24]	[8]	0	1	1	1	0	0	0	0	0	0	0.2380952380952381	0.6729249011857709	0.9219611119876593
156	446	K7NTP5	Q8IJW0	0.7435745269060134	Heat shock 70 kDa protein	26S protease regulatory subunit 4, putative	[0, 2, 14, 18, 24]	[2, 18]	1	0	0	0	0	0	0	0	0	0	-0.7142857142857144	-0.05434782608695652	0.4232750059439375
157	523	K7NTP5	Q8IJX8	0.7987085238099099	Heat shock 70 kDa protein	Endonuclease ALBA3	[0, 2, 14, 18, 24]	[14]	0	0	0	0	0	0	0	0	0	0	0.30952380952380953	0.724308300395257	0.7987546802828082
158	194	K7NTP5	Q8IK89	0.529296438023448	Heat shock 70 kDa protein	Trailer hitch homolog, putative	[0, 2, 14, 18, 24]	[0, 10, 14, 18, 24]	0	0	0	0	0	0	0	0	0	0	-0.7142857142857144	-0.20355731225296442	0.46423083001967863
159	225	K7NTP5	Q8IKF0	0.5628422144800425	Heat shock 70 kDa protein	RNA helicase	[0, 2, 14, 18, 24]	[0, 2, 10, 18, 24]	0	0	0	1	0	0	0	0	0	0	0.5000000000000001	0.7351778656126482	0.8633221139713327
160	312	K7NTP5	Q8IKG9	0.9537190079689026	Heat shock 70 kDa protein	Uncharacterized protein	[0, 2, 14, 18, 24]	[0, 24]	0	0	0	0	0	0	0	0	0	0	0.8571428571428572	0.2776679841897233	0.1326095732198101
161	430	K7NTP5	Q8IKJ0	0.5305626474320888	Heat shock 70 kDa protein	V-type proton ATPase subunit	[0, 2, 14, 18, 24]	[1, 6]	0	0	0	0	0	0	0	0	0	0	-0.8333333333333335	0.04743083003952569	0.4734547492361999
162	148	K7NTP5	Q8IKK7	0.739393949508667	Heat shock 70 kDa protein	Glyceraldehyde-3-phosphate dehydrogenase	[0, 2, 14, 18, 24]	[2]	0	1	0	1	0	0	0	0	0	0	-0.11904761904761905	0.6393280632411067	0.8374642701627468
163	163	K7NTP5	Q8IKR1	0.9004997372627258	Heat shock 70 kDa protein	H(+)-exporting diphosphatase	[0, 2, 14, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.9285714285714287	0.9090909090909092	0.9340438364560695
164	325	K7NTP5	Q8ILV6	0.9993508100509644	Heat shock 70 kDa protein	DnaJ protein, putative	[0, 2, 14, 18, 24]	[5]	1	0	0	1	0	0	0	0	0	0	0.023809523809523815	0.475296442687747	0.5701262739202521
165	339	O77310	Q8I395	0.9996237874031066	Cytoadherence linked asexual protein 3.1	High molecular weight rhoptry protein 3	[7]	[7]	1	1	1	1	0	0	0	0	0	0	0.9523809523809524	0.9318181818181819	0.6807182953017276
166	354	O77310	Q8IBN4	0.998648989200592	Cytoadherence linked asexual protein 3.1	Secreted ookinete protein, putative	[7]	[7]	0	0	0	0	0	0	0	0	0	0	0.2380952380952381	0.5365612648221344	0.42468920520253794
167	450	O77310	Q8IEU2	0.8462604761123658	Cytoadherence linked asexual protein 3.1	Gamete antigen 27/25	[7]	[7]	0	0	0	0	0	0	0	0	0	0	0.5476190476190477	0.7154150197628458	0.6259534551479967
168	230	O77310	Q8IKC8	0.8084828913211822	Cytoadherence linked asexual protein 3.1	Exported protein 2	[7]	[7]	0	0	0	0	0	0	0	0	0	0	-0.4761904761904762	-0.4436758893280633	-0.14473334447189598
169	471	O77310	Q8ILZ1	0.995767903327942	Cytoadherence linked asexual protein 3.1	Rhoptry-associated protein 1	[7]	[7]	1	0	0	0	0	0	0	0	0	0	0.9047619047619048	0.9268774703557312	0.7101616158294881
170	515	O77312	Q8I3M5	0.5821890071034431	Exportin-1, putative	Karyopherin beta	[19]	[19]	0	0	0	0	1	0	1	0	1	1	-0.11904761904761905	0.6521739130434783	0.9302358391279346
171	69	O77389	Q8II36	0.8492644846439361	Formate-nitrite transporter	Aquaglyceroporin	[]	[6, 16, 28]	0	0	0	1	0	0	0	0	0	0	-0.1666666666666667	0.08102766798418974	0.7428827941202986
172	552	O77396	Q7K6A9	0.9331219077110292	Proteasome subunit alpha type-3, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	1.0	0.9673913043478262	0.9950121634380098
173	418	O77396	Q8I0U7	0.9679560542106628	Proteasome subunit alpha type-3, putative	Proteasome subunit beta type-6, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	1	0.9761904761904763	0.9792490118577075	0.9986628408011513
174	99	O77396	Q8I261	0.8277857899665833	Proteasome subunit alpha type-3, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	1	0.9761904761904763	0.9683794466403162	0.994489928730063
175	508	O77396	Q8I2X4	0.7662417173385621	Proteasome subunit alpha type-3, putative	Heat shock protein 70	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.880952380952381	0.7974308300395258	0.9845652836219927
176	264	O77396	Q8IAR3	0.5754890620708465	Proteasome subunit alpha type-3, putative	Proteasome subunit alpha type-6, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.9456521739130436	0.984305131221232
177	284	O77396	Q8IBI3	0.6254671137779951	Proteasome subunit alpha type-3, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9523809523809524	0.9397233201581027	0.9806076272101579
178	224	O77396	Q8IC01	0.9279629588127136	Proteasome subunit alpha type-3, putative	Heat shock protein 110	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.3571428571428572	0.591897233201581	0.6948322957794189
179	82	O77396	Q8IDG2	0.7277012944221497	Proteasome subunit alpha type-3, putative	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.9752964426877472	0.984091285415291
180	189	O77396	Q8IDG3	0.8076829083263874	Proteasome subunit alpha type-3, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9523809523809524	0.9664031620553359	0.9841978105309823
181	421	O77396	Q8II43	0.6738397832028568	Proteasome subunit alpha type-3, putative	T-complex protein 1 subunit alpha	[1, 6]	[1, 6]	0	0	0	0	1	1	1	0	1	1	0.30952380952380953	0.532608695652174	0.666752337388886
182	22	O77396	Q8IJN9	0.5896192209795117	Proteasome subunit alpha type-3, putative	Heat shock protein 60	[1, 6]	[1, 6, 16]	0	0	0	0	0	0	0	0	0	0	0.7142857142857144	0.8606719367588934	0.5999699147903164
183	238	O77396	Q8IJT1	0.6240195512771607	Proteasome subunit alpha type-3, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	1.0	0.9466403162055337	0.9944016085276435
184	106	O77396	Q8IK90	0.571053259447217	Proteasome subunit alpha type-3, putative	Proteasome subunit alpha type-1, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	0	0.9523809523809524	0.9407114624505929	0.985193158789695
185	78	O96127	Q8I492	0.9797474980354308	Translation-enhancing factor	Mature parasite-infected erythrocyte surface antigen	[25]	[25]	0	0	0	0	0	0	0	0	0	0	0.7380952380952381	0.7361660079051384	0.29743290643771503
186	262	O96153	O96252	0.7996527016162872	26S proteasome regulatory subunit RPN1, putative	ATP synthase subunit alpha	[2, 18]	[2, 18, 24]	0	0	0	0	0	0	0	0	0	0	0.7619047619047621	0.8290513833992096	0.9596873980012446
187	365	O96153	O97247	0.8849692463874816	26S proteasome regulatory subunit RPN1, putative	CCT-beta	[2, 18]	[2, 18]	0	0	0	1	1	1	1	1	1	1	0.30952380952380953	0.6590909090909092	0.7227818585531817
188	465	O96153	Q8I0P6	0.9999085307121276	26S proteasome regulatory subunit RPN1, putative	Elongation factor 1-alpha	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	0.1666666666666667	0.40909090909090917	0.8173453976650361
189	290	O96153	Q8I0V2	0.6639643698930741	26S proteasome regulatory subunit RPN1, putative	ATP synthase subunit beta	[2, 18]	[0, 2, 14, 18, 24]	0	0	0	0	0	0	0	0	0	0	0.8095238095238096	0.91600790513834	0.9298012054172513
190	371	O96153	Q8I1V1	0.5639472514390945	26S proteasome regulatory subunit RPN1, putative	26S protease regulatory subunit 6B, putative	[2, 18]	[2, 18]	1	1	1	1	1	1	1	1	1	1	1.0	0.974308300395257	0.9905939866510376
191	409	O96153	Q8I289	0.6306662704795599	26S proteasome regulatory subunit RPN1, putative	Heptatricopeptide repeat and RAP domain-containing protein, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.7857142857142858	0.9120553359683794	0.8946374812712468
192	364	O96153	Q8I5L6	0.7259729340672493	26S proteasome regulatory subunit RPN1, putative	Clathrin heavy chain	[2, 18]	[0, 24]	0	0	0	0	0	0	0	0	0	0	0.7619047619047621	0.8913043478260869	0.9871574488675732
193	27	O96153	Q8IET7	0.8563888192176818	26S proteasome regulatory subunit RPN1, putative	40S ribosomal protein S7	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	0.09523809523809526	0.5365612648221344	0.8165859864146574
194	499	O96153	Q8IJW0	0.9407370686531068	26S proteasome regulatory subunit RPN1, putative	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	1	1	1	1	1	1	1	1	1	1	1.0	0.9476284584980237	0.996692661986649
195	77	O96252	O97247	0.8489569187164306	ATP synthase subunit alpha	CCT-beta	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.07142857142857144	0.34683794466403167	0.7276517035273351
196	142	O96252	Q7KQL5	0.5128146418370306	ATP synthase subunit alpha	Tubulin beta chain	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.9761904761904763	0.8666007905138341	0.9808027067749832
197	137	O96252	Q8I0P6	0.8849881768226624	ATP synthase subunit alpha	Elongation factor 1-alpha	[2, 18, 24]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	-0.28571428571428575	0.12252964426877472	0.7816260020513502
198	532	O96252	Q8I0V2	0.9160072684288024	ATP synthase subunit alpha	ATP synthase subunit beta	[2, 18, 24]	[0, 2, 14, 18, 24]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.9387351778656127	0.9768517549859765
199	52	O96252	Q8I1V1	0.5627483159303666	ATP synthase subunit alpha	26S protease regulatory subunit 6B, putative	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.7619047619047621	0.8517786561264822	0.9417234484175445
200	84	O96252	Q8I289	0.5229321509599686	ATP synthase subunit alpha	Heptatricopeptide repeat and RAP domain-containing protein, putative	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.7619047619047621	0.7618577075098815	0.882485687601924
201	219	O96252	Q8I2N1	0.6245315879583359	ATP synthase subunit alpha	Cytochrome c oxidase subunit 5B, putative	[2, 18, 24]	[11]	0	0	0	1	1	1	1	0	0	1	0.9761904761904763	0.9367588932806324	0.9596291063985012
202	107	O96252	Q8I3N3	0.6461516737937927	ATP synthase subunit alpha	Alpha-MPP	[2, 18, 24]	[11]	0	0	0	1	1	1	1	1	1	1	0.523809523809524	0.698616600790514	0.914707264625549
203	155	O96252	Q8IB03	0.9657986164093018	ATP synthase subunit alpha	Chaperone protein ClpB1	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	1	0	0.6666666666666669	0.7450592885375494	0.8363247375115859
204	382	O96252	Q8IB24	0.9983623027801514	ATP synthase subunit alpha	Heat shock 70 kDa protein	[2, 18, 24]	[0, 10, 14, 24]	0	0	0	0	1	1	1	1	1	1	0.07142857142857144	0.44762845849802374	0.7833281032783135
205	482	O96252	Q8IC05	0.9994425415992736	ATP synthase subunit alpha	Heat shock protein 90	[2, 18, 24]	[10]	0	0	0	1	0	1	1	1	1	1	0.14285714285714288	0.3053359683794466	0.6957912453311859
206	81	O96252	Q8IDN6	0.7083565047010779	ATP synthase subunit alpha	Protein transport protein SEC61 subunit alpha	[2, 18, 24]	[5]	0	0	0	1	0	1	1	1	1	1	0.4047619047619048	0.3488142292490119	0.9430758001026269
207	274	O96252	Q8IET7	0.5423214294016361	ATP synthase subunit alpha	40S ribosomal protein S7	[2, 18, 24]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	-0.28571428571428575	0.24209486166007904	0.7758314572939269
208	123	O96252	Q8IIJ8	0.6157945674378424	ATP synthase subunit alpha	Heat shock protein 101	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	-0.6428571428571429	-0.48023715415019763	-0.24375104993725222
209	169	O96252	Q8IJW0	0.9613568902015686	ATP synthase subunit alpha	26S protease regulatory subunit 4, putative	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.7619047619047621	0.7964426877470356	0.9440311443563529
210	521	O96252	Q8IKF0	0.7778268976137042	ATP synthase subunit alpha	RNA helicase	[2, 18, 24]	[0, 2, 10, 18, 24]	1	0	0	1	1	0	0	1	1	0	-0.38095238095238104	-0.09980237154150197	0.7664964226964998
211	179	O96252	Q8IKJ0	0.999782395362854	ATP synthase subunit alpha	V-type proton ATPase subunit	[2, 18, 24]	[1, 6]	1	0	0	0	0	0	0	0	0	0	0.4047619047619048	0.3873517786561265	0.9131285767838542
212	492	O96252	Q8IKR1	0.8460212588310242	ATP synthase subunit alpha	H(+)-exporting diphosphatase	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	-0.8571428571428572	-0.31521739130434784	0.40792300056142095
213	201	O96252	Q8ILJ9	0.5855523526668549	ATP synthase subunit alpha	ABC transporter G family member 2	[2, 18, 24]	[]	0	1	1	1	1	1	1	0	1	0	0.4047619047619048	0.49703557312252966	0.825695230326924
214	9	O97227	Q8I0X1	0.7989922255277634	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	[6, 9, 16, 28]	[9, 21]	0	1	1	1	1	1	1	1	0	1	0.5000000000000001	0.5553359683794467	0.7974485255187087
215	26	O97227	Q8I2X4	0.976285171508789	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Heat shock protein 70	[6, 9, 16, 28]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.4761904761904762	0.6017786561264823	0.8592520073945769
216	309	O97227	Q8IC01	0.6814394772052765	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Heat shock protein 110	[6, 9, 16, 28]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.3571428571428572	0.5079051383399209	0.9011697214174063
217	519	O97227	Q8IEJ6	0.7281350582838059	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	2-oxoisovalerate dehydrogenase subunit alpha	[6, 9, 16, 28]	[9]	0	1	1	1	1	1	1	1	0	1	0.6666666666666669	0.591897233201581	0.8274707793303804
218	245	O97227	Q8II24	0.6081095725297928	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Heat shock protein 70	[6, 9, 16, 28]	[4, 10, 16]	0	0	0	0	0	0	0	0	0	0	0.4523809523809524	0.708498023715415	0.8450215296108179
219	296	O97227	Q8II36	0.790908545255661	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Aquaglyceroporin	[6, 9, 16, 28]	[6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.7380952380952381	0.7490118577075098	0.7818508822621233
220	150	O97227	Q8IJN9	0.7335072442889213	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Heat shock protein 60	[6, 9, 16, 28]	[1, 6, 16]	0	0	0	0	0	0	0	0	0	0	0.8095238095238096	0.884387351778656	0.8520488376688646
221	164	O97227	Q8ILB6	0.94878591299057	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Mitochondrial acidic protein MAM33, putative	[6, 9, 16, 28]	[3, 9, 20, 21]	0	0	0	0	0	0	0	0	0	0	0.880952380952381	0.8962450592885376	0.905131735961194
222	210	O97247	Q7KQL5	0.7664513301104308	CCT-beta	Tubulin beta chain	[2, 18]	[2, 18]	0	0	0	1	0	1	1	1	1	1	-0.023809523809523815	0.3685770750988142	0.7003332015090089
223	240	O97247	Q8I0P6	0.8111000806093216	CCT-beta	Elongation factor 1-alpha	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	0.8571428571428572	0.7391304347826088	0.9422490117286435
224	72	O97247	Q8I0V2	0.8597426474094391	CCT-beta	ATP synthase subunit beta	[2, 18]	[0, 2, 14, 18, 24]	1	0	0	0	0	1	0	0	1	0	0.2142857142857143	0.5049407114624506	0.8384846946727453
225	152	O97247	Q8I1V1	0.999692726135254	CCT-beta	26S protease regulatory subunit 6B, putative	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	1	0	0.30952380952380953	0.5721343873517787	0.6263517337394406
226	175	O97247	Q8I289	0.9414589047431946	CCT-beta	Heptatricopeptide repeat and RAP domain-containing protein, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.5952380952380953	0.7816205533596838	0.9353124968750993
227	218	O97247	Q8IB03	0.6890150398015976	CCT-beta	Chaperone protein ClpB1	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	1	0	0.6904761904761906	0.7816205533596838	0.9624026365625704
228	373	O97247	Q8IET7	0.52668796479702	CCT-beta	40S ribosomal protein S7	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	0.9047619047619048	0.9308300395256918	0.9563607558796677
229	265	O97247	Q8IFP3	0.9945586919784546	CCT-beta	Tubulin alpha chain	[2, 18]	[2, 18]	0	0	0	0	1	0	0	0	1	0	-0.4761904761904762	0.21541501976284588	0.6282670290068827
230	429	O97247	Q8III6	0.8592911005020142	CCT-beta	Heat shock protein 90, putative	[2, 18]	[]	1	0	0	1	1	1	1	1	0	1	0.9285714285714287	0.8962450592885376	0.9383314068439961
231	270	O97247	Q8IJW0	0.621888792514801	CCT-beta	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	1	0	0.30952380952380953	0.5158102766798419	0.6768211179861401
